No.;Time;Source;Destination;Protocol;Length;Info;;;;;;;;;Time 1
1905;39.111.158;35.186.224.13;192.168.100.17;TCP;56;443  >  65460 [ACK] Seq=1664 Ack=2987 Win=791 Len=0;;;;;;;;;39111158
1906;39.141.983;185.184.8.65;192.168.100.17;TCP;56;443  >  63120 [ACK] Seq=1 Ack=2 Win=63784 Len=0;;;;;;;;;39141983
1927;43.244.859;192.168.100.17;74.125.24.188;TCP;55;55327  >  5228 [ACK] Seq=1 Ack=1 Win=64278 Len=1;;;;;;;;;43244859
1928;43.277.077;74.125.24.188;192.168.100.17;TCP;54;5228  >  55327 [ACK] Seq=1 Ack=2 Win=65535 Len=0;;;;;;;;;43277077
1929;43.925.604;192.168.100.17;157.240.208.60;TLSv1.2;85;Application Data;;;;;;;;;43925604
1930;43.941.398;157.240.208.60;192.168.100.17;TCP;56;443  >  63179 [ACK] Seq=39 Ack=63 Win=65535 Len=0;;;;;;;;;43941398
1931;44.188.457;157.240.208.60;192.168.100.17;TLSv1.2;92;Application Data;;;;;;;;;44188457
1932;44.241.917;192.168.100.17;157.240.208.60;TCP;54;63179  >  443 [ACK] Seq=63 Ack=77 Win=64005 Len=0;;;;;;;;;44241917
1933;44.375.374;192.168.100.17;151.101.54.49;TCP;55;63135  >  443 [ACK] Seq=1 Ack=1 Win=64952 Len=1 [TCP segment of a reassembled PDU];;;;;;;;;44375374
1934;44.598.662;151.101.54.49;192.168.100.17;TCP;54;443  >  63135 [ACK] Seq=1 Ack=2 Win=65535 Len=0;;;;;;;;;44598662
1945;45.419.827;104.199.240.237;192.168.100.17;SSL;65;Continuation Data;;;;;;;;;45419827
1948;45.464.808;192.168.100.17;104.199.240.237;TCP;54;63071  >  443 [ACK] Seq=1 Ack=12 Win=512 Len=0;;;;;;;;;45464808
1977;46.673.633;192.168.100.17;35.186.224.25;TCP;55;[TCP Keep-Alive] 55359  >  443 [ACK] Seq=687 Ack=126 Win=512 Len=1;;;;;;;;;46673633
1978;46.700.327;35.186.224.25;192.168.100.17;TCP;66;[TCP Keep-Alive ACK] 443  >  55359 [ACK] Seq=126 Ack=688 Win=1048 Len=0 SLE=687 SRE=688;;;;;;;;;46700327
1979;47.492.832;192.168.100.17;20.197.71.89;TLSv1.2;97;Application Data;;;;;;;;;47492832
1980;47.521.511;20.197.71.89;192.168.100.17;TLSv1.2;228;Application Data;;;;;;;;;47521511
1981;47.565.992;192.168.100.17;20.197.71.89;TCP;54;63072  >  443 [ACK] Seq=87 Ack=349 Win=257 Len=0;;;;;;;;;47565992
1982;48.991.245;192.168.100.17;52.163.231.110;TLSv1.2;112;Application Data;;;;;;;;;48991245
1983;48.995.268;13.67.74.235;192.168.100.17;TLSv1.2;352;Application Data;;;;;;;;;48995268
1984;48.996.257;192.168.100.17;13.67.74.235;TLSv1.2;96;Application Data;;;;;;;;;48996257
1985;49.000.806;192.168.100.17;13.67.74.235;TLSv1.2;219;Application Data;;;;;;;;;49000806
1986;49.020.950;52.163.231.110;192.168.100.17;TLSv1.2;101;Application Data;;;;;;;;;49020950
1987;49.028.377;13.67.74.235;192.168.100.17;TCP;54;443  >  63080 [ACK] Seq=598 Ack=415 Win=2049 Len=0;;;;;;;;;49028377
1988;49.067.734;192.168.100.17;52.163.231.110;TCP;54;63081  >  443 [ACK] Seq=117 Ack=95 Win=256 Len=0;;;;;;;;;49067734
1991;49.700.595;192.168.100.17;52.113.194.132;TCP;66;63204  >  443 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM=1;;;;;;;;;49700595
1992;49.728.373;52.113.194.132;192.168.100.17;TCP;66;443  >  63204 [SYN, ACK] Seq=0 Ack=1 Win=65535 Len=0 MSS=1412 WS=256 SACK_PERM=1;;;;;;;;;49728373
1993;49.728.468;192.168.100.17;52.113.194.132;TCP;54;63204  >  443 [ACK] Seq=1 Ack=1 Win=131072 Len=0;;;;;;;;;49728468
1994;49.730.144;192.168.100.17;52.113.194.132;TLSv1.2;233;Client Hello;;;;;;;;;49730144
1995;49.761.429;52.113.194.132;192.168.100.17;TCP;54;443  >  63204 [ACK] Seq=1 Ack=180 Win=525056 Len=0;;;;;;;;;49761429
1996;49.767.650;52.113.194.132;192.168.100.17;TCP;1466;443  >  63204 [ACK] Seq=1 Ack=180 Win=525056 Len=1412 [TCP segment of a reassembled PDU];;;;;;;;;49767650
1997;49.773.929;52.113.194.132;192.168.100.17;TCP;1466;443  >  63204 [ACK] Seq=1413 Ack=180 Win=525056 Len=1412 [TCP segment of a reassembled PDU];;;;;;;;;49773929
1998;49.773.929;52.113.194.132;192.168.100.17;TCP;1466;443  >  63204 [ACK] Seq=2825 Ack=180 Win=525056 Len=1412 [TCP segment of a reassembled PDU];;;;;;;;;49773929
1999;49.773.929;52.113.194.132;192.168.100.17;TCP;1466;443  >  63204 [ACK] Seq=4237 Ack=180 Win=525056 Len=1412 [TCP segment of a reassembled PDU];;;;;;;;;49773929
2000;49.773.929;52.113.194.132;192.168.100.17;TLSv1.2;406;Server Hello, Certificate, Certificate Status, Server Key Exchange, Server Hello Done;;;;;;;;;49773929
2001;49.774.006;192.168.100.17;52.113.194.132;TCP;54;63204  >  443 [ACK] Seq=180 Ack=6001 Win=131072 Len=0;;;;;;;;;49774006
2002;49.778.233;192.168.100.17;52.113.194.132;TLSv1.2;212;Client Key Exchange, Change Cipher Spec, Encrypted Handshake Message;;;;;;;;;49778233
2003;49.804.581;52.113.194.132;192.168.100.17;TCP;56;443  >  63204 [ACK] Seq=6001 Ack=338 Win=524800 Len=0;;;;;;;;;49804581
2004;49.806.309;52.113.194.132;192.168.100.17;TLSv1.2;380;New Session Ticket, Change Cipher Spec, Encrypted Handshake Message;;;;;;;;;49806309
2005;49.812.922;192.168.100.17;52.113.194.132;TCP;1466;63204  >  443 [ACK] Seq=338 Ack=6327 Win=130816 Len=1412 [TCP segment of a reassembled PDU];;;;;;;;;49812922
2006;49.812.922;192.168.100.17;52.113.194.132;TLSv1.2;362;Application Data;;;;;;;;;49812922
2007;49.841.038;52.113.194.132;192.168.100.17;TCP;56;443  >  63204 [ACK] Seq=6327 Ack=1750 Win=525056 Len=0;;;;;;;;;49841038
2008;49.841.238;52.113.194.132;192.168.100.17;TCP;56;443  >  63204 [ACK] Seq=6327 Ack=2058 Win=524800 Len=0;;;;;;;;;49841238
2011;49.882.017;192.168.100.17;52.109.56.20;TCP;66;63205  >  443 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM=1;;;;;;;;;49882017
2012;49.957.830;52.109.56.20;192.168.100.17;TCP;66;443  >  63205 [SYN, ACK] Seq=0 Ack=1 Win=65535 Len=0 MSS=1412 WS=256 SACK_PERM=1;;;;;;;;;49957830
2013;49.957.903;192.168.100.17;52.109.56.20;TCP;54;63205  >  443 [ACK] Seq=1 Ack=1 Win=131072 Len=0;;;;;;;;;49957903
2014;49.958.452;192.168.100.17;52.109.56.20;TLSv1.2;246;Client Hello;;;;;;;;;49958452
2032;50.029.134;192.168.100.17;52.109.124.47;TCP;66;63206  >  443 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM=1;;;;;;;;;50029134
2033;50.029.344;192.168.100.17;52.109.124.47;TCP;66;63207  >  443 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM=1;;;;;;;;;50029344
2035;50.029.550;192.168.100.17;52.109.124.47;TCP;66;63208  >  443 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM=1;;;;;;;;;50029550
2047;50.038.392;52.109.56.20;192.168.100.17;TCP;1466;443  >  63205 [ACK] Seq=1 Ack=193 Win=525056 Len=1412 [TCP segment of a reassembled PDU];;;;;;;;;50038392
2048;50.038.392;52.109.56.20;192.168.100.17;TCP;1466;443  >  63205 [ACK] Seq=1413 Ack=193 Win=525056 Len=1412 [TCP segment of a reassembled PDU];;;;;;;;;50038392
2049;50.038.392;52.109.56.20;192.168.100.17;TCP;1466;443  >  63205 [ACK] Seq=2825 Ack=193 Win=525056 Len=1412 [TCP segment of a reassembled PDU];;;;;;;;;50038392
2050;50.038.392;52.109.56.20;192.168.100.17;TCP;1466;443  >  63205 [ACK] Seq=4237 Ack=193 Win=525056 Len=1412 [TCP segment of a reassembled PDU];;;;;;;;;50038392
2051;50.038.392;52.109.56.20;192.168.100.17;TLSv1.2;339;Server Hello, Certificate, Certificate Status, Server Key Exchange, Server Hello Done;;;;;;;;;50038392
2052;50.038.463;192.168.100.17;52.109.56.20;TCP;54;63205  >  443 [ACK] Seq=193 Ack=5934 Win=131072 Len=0;;;;;;;;;50038463
2066;50.048.024;192.168.100.17;52.109.56.20;TLSv1.2;212;Client Key Exchange, Change Cipher Spec, Encrypted Handshake Message;;;;;;;;;50048024
2147;50.072.211;52.109.124.47;192.168.100.17;TCP;66;443  >  63207 [SYN, ACK] Seq=0 Ack=1 Win=65535 Len=0 MSS=1412 WS=256 SACK_PERM=1;;;;;;;;;50072211
2148;50.072.211;52.109.124.47;192.168.100.17;TCP;66;443  >  63206 [SYN, ACK] Seq=0 Ack=1 Win=65535 Len=0 MSS=1412 WS=256 SACK_PERM=1;;;;;;;;;50072211
2149;50.072.211;52.109.124.47;192.168.100.17;TCP;66;443  >  63208 [SYN, ACK] Seq=0 Ack=1 Win=65535 Len=0 MSS=1412 WS=256 SACK_PERM=1;;;;;;;;;50072211
2154;50.072.401;192.168.100.17;52.109.124.47;TCP;54;63207  >  443 [ACK] Seq=1 Ack=1 Win=131072 Len=0;;;;;;;;;50072401
2155;50.072.446;192.168.100.17;52.109.124.47;TCP;54;63206  >  443 [ACK] Seq=1 Ack=1 Win=131072 Len=0;;;;;;;;;50072446
2156;50.072.459;192.168.100.17;52.109.124.47;TCP;54;63208  >  443 [ACK] Seq=1 Ack=1 Win=131072 Len=0;;;;;;;;;50072459
2162;50.072.906;192.168.100.17;52.109.124.47;TLSv1.2;243;Client Hello;;;;;;;;;50072906
2164;50.072.959;192.168.100.17;52.109.124.47;TLSv1.2;243;Client Hello;;;;;;;;;50072959
2165;50.072.998;192.168.100.17;52.109.124.47;TLSv1.2;243;Client Hello;;;;;;;;;50072998
2221;50.085.474;192.168.100.17;119.110.115.146;TCP;66;63209  >  443 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM=1;;;;;;;;;50085474
2305;50.109.101;119.110.115.146;192.168.100.17;TCP;58;443  >  63209 [SYN, ACK] Seq=0 Ack=1 Win=4380 Len=0 MSS=1412;;;;;;;;;50109101
2306;50.109.321;192.168.100.17;119.110.115.146;TCP;54;63209  >  443 [ACK] Seq=1 Ack=1 Win=64240 Len=0;;;;;;;;;50109321
2309;50.109.823;192.168.100.17;119.110.115.146;TLSv1.2;252;Client Hello;;;;;;;;;50109823
2310;50.114.465;52.109.124.47;192.168.100.17;TCP;1466;443  >  63208 [ACK] Seq=1 Ack=190 Win=525056 Len=1412 [TCP segment of a reassembled PDU];;;;;;;;;50114465
2311;50.129.037;52.109.124.47;192.168.100.17;TCP;1466;443  >  63208 [ACK] Seq=1413 Ack=190 Win=525056 Len=1412 [TCP segment of a reassembled PDU];;;;;;;;;50129037
2312;50.129.037;52.109.124.47;192.168.100.17;TCP;1466;443  >  63208 [ACK] Seq=2825 Ack=190 Win=525056 Len=1412 [TCP segment of a reassembled PDU];;;;;;;;;50129037
2313;50.129.037;52.109.124.47;192.168.100.17;TCP;1466;443  >  63208 [ACK] Seq=4237 Ack=190 Win=525056 Len=1412 [TCP segment of a reassembled PDU];;;;;;;;;50129037
2314;50.129.037;52.109.124.47;192.168.100.17;TLSv1.2;281;Server Hello, Certificate, Certificate Status, Server Key Exchange, Server Hello Done;;;;;;;;;50129037
2315;50.129.037;52.109.124.47;192.168.100.17;TCP;1466;443  >  63207 [ACK] Seq=1 Ack=190 Win=525056 Len=1412 [TCP segment of a reassembled PDU];;;;;;;;;50129037
2316;50.129.037;52.109.124.47;192.168.100.17;TCP;1466;443  >  63207 [ACK] Seq=1413 Ack=190 Win=525056 Len=1412 [TCP segment of a reassembled PDU];;;;;;;;;50129037
2317;50.129.037;52.109.124.47;192.168.100.17;TCP;1466;443  >  63207 [ACK] Seq=2825 Ack=190 Win=525056 Len=1412 [TCP segment of a reassembled PDU];;;;;;;;;50129037
2318;50.129.037;52.109.124.47;192.168.100.17;TCP;1466;443  >  63207 [ACK] Seq=4237 Ack=190 Win=525056 Len=1412 [TCP segment of a reassembled PDU];;;;;;;;;50129037
2319;50.129.037;52.109.124.47;192.168.100.17;TLSv1.2;281;Server Hello, Certificate, Certificate Status, Server Key Exchange, Server Hello Done;;;;;;;;;50129037
2320;50.129.037;52.109.124.47;192.168.100.17;TCP;1466;443  >  63206 [ACK] Seq=1 Ack=190 Win=525056 Len=1412 [TCP segment of a reassembled PDU];;;;;;;;;50129037
2321;50.129.037;52.109.124.47;192.168.100.17;TCP;1466;443  >  63206 [ACK] Seq=1413 Ack=190 Win=525056 Len=1412 [TCP segment of a reassembled PDU];;;;;;;;;50129037
2322;50.129.037;52.109.124.47;192.168.100.17;TCP;1466;443  >  63206 [ACK] Seq=2825 Ack=190 Win=525056 Len=1412 [TCP segment of a reassembled PDU];;;;;;;;;50129037
2323;50.129.037;52.109.124.47;192.168.100.17;TCP;1466;443  >  63206 [ACK] Seq=4237 Ack=190 Win=525056 Len=1412 [TCP segment of a reassembled PDU];;;;;;;;;50129037
2324;50.129.037;52.109.124.47;192.168.100.17;TLSv1.2;281;Server Hello, Certificate, Certificate Status, Server Key Exchange, Server Hello Done;;;;;;;;;50129037
2326;50.129.179;192.168.100.17;52.109.124.47;TCP;54;63208  >  443 [ACK] Seq=190 Ack=5649 Win=131072 Len=0;;;;;;;;;50129179
2327;50.129.246;192.168.100.17;52.109.124.47;TCP;54;63207  >  443 [ACK] Seq=190 Ack=5649 Win=131072 Len=0;;;;;;;;;50129246
2328;50.129.258;192.168.100.17;52.109.124.47;TCP;54;63206  >  443 [ACK] Seq=190 Ack=5649 Win=131072 Len=0;;;;;;;;;50129258
2331;50.133.831;192.168.100.17;52.109.124.47;TLSv1.2;212;Client Key Exchange, Change Cipher Spec, Encrypted Handshake Message;;;;;;;;;50133831
2332;50.133.967;192.168.100.17;52.109.124.47;TLSv1.2;212;Client Key Exchange, Change Cipher Spec, Encrypted Handshake Message;;;;;;;;;50133967
2333;50.134.048;192.168.100.17;52.109.124.47;TLSv1.2;212;Client Key Exchange, Change Cipher Spec, Encrypted Handshake Message;;;;;;;;;50134048
2374;50.140.389;52.109.56.20;192.168.100.17;TLSv1.2;105;Change Cipher Spec, Encrypted Handshake Message;;;;;;;;;50140389
2377;50.140.999;192.168.100.17;52.109.56.20;TLSv1.2;393;Application Data;;;;;;;;;50140999
2378;50.141.047;192.168.100.17;52.109.56.20;TCP;1466;63205  >  443 [ACK] Seq=690 Ack=5985 Win=131072 Len=1412 [TCP segment of a reassembled PDU];;;;;;;;;50141047
2379;50.141.047;192.168.100.17;52.109.56.20;TCP;1466;63205  >  443 [ACK] Seq=2102 Ack=5985 Win=131072 Len=1412 [TCP segment of a reassembled PDU];;;;;;;;;50141047
2380;50.141.047;192.168.100.17;52.109.56.20;TCP;1466;63205  >  443 [ACK] Seq=3514 Ack=5985 Win=131072 Len=1412 [TCP segment of a reassembled PDU];;;;;;;;;50141047
2381;50.141.047;192.168.100.17;52.109.56.20;TCP;1466;63205  >  443 [ACK] Seq=4926 Ack=5985 Win=131072 Len=1412 [TCP segment of a reassembled PDU];;;;;;;;;50141047
2382;50.141.047;192.168.100.17;52.109.56.20;TCP;1466;63205  >  443 [ACK] Seq=6338 Ack=5985 Win=131072 Len=1412 [TCP segment of a reassembled PDU];;;;;;;;;50141047
2383;50.141.047;192.168.100.17;52.109.56.20;TLSv1.2;558;Application Data;;;;;;;;;50141047
2429;50.168.062;119.110.115.146;192.168.100.17;TCP;58;[TCP Window Update] 443  >  63209 [ACK] Seq=1 Ack=1 Win=64240 Len=0;;;;;;;;;50168062
2483;50.192.422;119.110.115.146;192.168.100.17;TCP;54;443  >  63209 [RST] Seq=471358636 Win=0 Len=0;;;;;;;;;50192422
2498;50.193.436;52.109.124.47;192.168.100.17;TLSv1.2;105;Change Cipher Spec, Encrypted Handshake Message;;;;;;;;;50193436
2499;50.193.436;52.109.124.47;192.168.100.17;TLSv1.2;105;Change Cipher Spec, Encrypted Handshake Message;;;;;;;;;50193436
2500;50.193.436;52.109.124.47;192.168.100.17;TLSv1.2;105;Change Cipher Spec, Encrypted Handshake Message;;;;;;;;;50193436
2512;50.194.971;192.168.100.17;52.109.124.47;TCP;1466;63207  >  443 [ACK] Seq=348 Ack=5927 Win=130816 Len=1412 [TCP segment of a reassembled PDU];;;;;;;;;50194971
2513;50.194.971;192.168.100.17;52.109.124.47;TLSv1.2;360;Application Data;;;;;;;;;50194971
2514;50.194.992;192.168.100.17;52.109.124.47;TCP;1466;63208  >  443 [ACK] Seq=348 Ack=5927 Win=130816 Len=1412 [TCP segment of a reassembled PDU];;;;;;;;;50194992
2515;50.194.992;192.168.100.17;52.109.124.47;TLSv1.2;426;Application Data;;;;;;;;;50194992
2516;50.195.015;192.168.100.17;52.109.124.47;TCP;1466;63206  >  443 [ACK] Seq=348 Ack=5927 Win=130816 Len=1412 [TCP segment of a reassembled PDU];;;;;;;;;50195015
2517;50.195.015;192.168.100.17;52.109.124.47;TLSv1.2;355;Application Data;;;;;;;;;50195015
2606;50.284.541;192.168.100.17;52.109.124.47;TCP;1466;[TCP Retransmission] 63208  >  443 [PSH, ACK] Seq=720 Ack=5927 Win=130816 Len=1412;;;;;;;;;50284541
2607;50.292.960;192.168.100.17;52.109.124.47;TCP;1466;[TCP Retransmission] 63206  >  443 [PSH, ACK] Seq=649 Ack=5927 Win=130816 Len=1412;;;;;;;;;50292960
2608;50.293.046;192.168.100.17;52.109.124.47;TCP;1466;[TCP Retransmission] 63207  >  443 [PSH, ACK] Seq=654 Ack=5927 Win=130816 Len=1412;;;;;;;;;50293046
2610;50.350.073;192.168.100.17;119.110.115.146;TCP;252;[TCP Retransmission] 63209  >  443 [PSH, ACK] Seq=1 Ack=1 Win=64240 Len=198;;;;;;;;;50350073
2612;50.449.505;192.168.100.17;52.109.56.20;TCP;1466;[TCP Retransmission] 63205  >  443 [PSH, ACK] Seq=6842 Ack=5985 Win=131072 Len=1412;;;;;;;;;50449505
2623;50.599.536;192.168.100.17;52.109.124.47;TCP;1466;[TCP Retransmission] 63208  >  443 [ACK] Seq=348 Ack=5927 Win=130816 Len=1412;;;;;;;;;50599536
2624;50.599.701;192.168.100.17;52.109.124.47;TCP;1466;[TCP Retransmission] 63206  >  443 [ACK] Seq=348 Ack=5927 Win=130816 Len=1412;;;;;;;;;50599701
2625;50.599.717;192.168.100.17;52.109.124.47;TCP;1466;[TCP Retransmission] 63207  >  443 [ACK] Seq=348 Ack=5927 Win=130816 Len=1412;;;;;;;;;50599717
2644;50.603.346;52.109.56.20;192.168.100.17;TCP;56;443  >  63205 [ACK] Seq=5985 Ack=3514 Win=525056 Len=0;;;;;;;;;50603346
2648;50.603.346;52.109.56.20;192.168.100.17;TCP;56;443  >  63205 [ACK] Seq=5985 Ack=4926 Win=525056 Len=0;;;;;;;;;50603346
2649;50.603.346;52.109.56.20;192.168.100.17;TCP;56;443  >  63205 [ACK] Seq=5985 Ack=8254 Win=525056 Len=0;;;;;;;;;50603346
2654;50.603.346;52.109.124.47;192.168.100.17;TCP;56;443  >  63207 [ACK] Seq=5927 Ack=2066 Win=525056 Len=0;;;;;;;;;50603346
2655;50.603.346;52.109.124.47;192.168.100.17;TCP;56;443  >  63208 [ACK] Seq=5927 Ack=2132 Win=525056 Len=0;;;;;;;;;50603346
2672;50.656.047;192.168.100.17;119.110.115.146;TCP;252;[TCP Retransmission] 63209  >  443 [PSH, ACK] Seq=1 Ack=1 Win=64240 Len=198;;;;;;;;;50656047
2690;50.871.834;52.113.194.132;192.168.100.17;TLSv1.2;561;Application Data;;;;;;;;;50871834
2692;50.871.834;52.109.124.47;192.168.100.17;TLSv1.2;988;Application Data;;;;;;;;;50871834
2693;50.871.834;52.109.124.47;192.168.100.17;TLSv1.2;938;Application Data;;;;;;;;;50871834
2694;50.871.834;52.109.124.47;192.168.100.17;TCP;66;[TCP Dup ACK 2654#1] 443  >  63207 [ACK] Seq=6811 Ack=2066 Win=525056 Len=0 SLE=654 SRE=2066;;;;;;;;;50871834
2705;50.875.049;52.109.124.47;192.168.100.17;TCP;66;[TCP Dup ACK 2655#1] 443  >  63208 [ACK] Seq=5927 Ack=2132 Win=525056 Len=0 SLE=720 SRE=2132;;;;;;;;;50875049
2706;50.875.049;52.109.124.47;192.168.100.17;TCP;66;[TCP Dup ACK 2692#1] 443  >  63206 [ACK] Seq=6861 Ack=2061 Win=525056 Len=0 SLE=649 SRE=2061;;;;;;;;;50875049
2708;50.879.689;52.109.56.20;192.168.100.17;TLSv1.2;1156;Application Data;;;;;;;;;50879689
2709;50.879.689;52.109.124.47;192.168.100.17;TLSv1.2;988;Application Data;;;;;;;;;50879689
2712;50.883.566;192.168.100.17;52.109.56.20;TCP;54;63205  >  443 [FIN, ACK] Seq=8254 Ack=7087 Win=130048 Len=0;;;;;;;;;50883566
2713;50.920.839;192.168.100.17;52.113.194.132;TCP;54;63204  >  443 [ACK] Seq=2058 Ack=6834 Win=130304 Len=0;;;;;;;;;50920839
2714;50.920.917;192.168.100.17;52.109.124.47;TCP;54;63206  >  443 [ACK] Seq=2061 Ack=6861 Win=130048 Len=0;;;;;;;;;50920917
2715;50.920.936;192.168.100.17;52.109.124.47;TCP;54;63207  >  443 [ACK] Seq=2066 Ack=6811 Win=130048 Len=0;;;;;;;;;50920936
2716;50.920.950;192.168.100.17;52.109.124.47;TCP;54;63208  >  443 [ACK] Seq=2132 Ack=6861 Win=130048 Len=0;;;;;;;;;50920950
2735;51.263.705;192.168.100.17;119.110.115.146;TCP;252;[TCP Retransmission] 63209  >  443 [PSH, ACK] Seq=1 Ack=1 Win=64240 Len=198;;;;;;;;;51263705
2743;51.356.521;52.109.124.47;192.168.100.17;TCP;66;[TCP Dup ACK 2655#2] 443  >  63208 [ACK] Seq=6861 Ack=2132 Win=525056 Len=0 SLE=348 SRE=1760;;;;;;;;;51356521
2745;51.357.064;52.109.124.47;192.168.100.17;TCP;66;[TCP Dup ACK 2654#2] 443  >  63207 [ACK] Seq=6811 Ack=2066 Win=525056 Len=0 SLE=348 SRE=1760;;;;;;;;;51357064
2746;51.357.218;52.109.124.47;192.168.100.17;TCP;66;[TCP Dup ACK 2692#2] 443  >  63206 [ACK] Seq=6861 Ack=2061 Win=525056 Len=0 SLE=348 SRE=1760;;;;;;;;;51357218
2747;51.359.838;52.109.124.47;192.168.100.17;TCP;988;[TCP Spurious Retransmission] 443  >  63208 [PSH, ACK] Seq=5927 Ack=2132 Win=525056 Len=934;;;;;;;;;51359838
2748;51.359.838;52.109.56.20;192.168.100.17;TCP;1156;[TCP Spurious Retransmission] 443  >  63205 [PSH, ACK] Seq=5985 Ack=8254 Win=525056 Len=1102;;;;;;;;;51359838
2749;51.359.838;119.110.115.146;192.168.100.17;TCP;56;443  >  63209 [ACK] Seq=4097 Ack=199 Win=64042 Len=0;;;;;;;;;51359838
2750;51.359.942;192.168.100.17;52.109.124.47;TCP;66;[TCP Dup ACK 2716#1] 63208  >  443 [ACK] Seq=2132 Ack=6861 Win=130048 Len=0 SLE=5927 SRE=6861;;;;;;;;;51359942
2751;51.360.025;192.168.100.17;52.109.56.20;TCP;66;[TCP Dup ACK 2712#1] 63205  >  443 [ACK] Seq=8255 Ack=7087 Win=130048 Len=0 SLE=5985 SRE=7087;;;;;;;;;51360025
2754;51.360.885;52.113.194.132;192.168.100.17;TCP;561;[TCP Spurious Retransmission] 443  >  63204 [PSH, ACK] Seq=6327 Ack=2058 Win=524800 Len=507;;;;;;;;;51360885
2755;51.360.925;192.168.100.17;52.113.194.132;TCP;66;[TCP Dup ACK 2713#1] 63204  >  443 [ACK] Seq=2058 Ack=6834 Win=130304 Len=0 SLE=6327 SRE=6834;;;;;;;;;51360925
2776;51.378.085;52.109.124.47;192.168.100.17;TCP;988;[TCP Spurious Retransmission] 443  >  63206 [PSH, ACK] Seq=5927 Ack=2061 Win=525056 Len=934;;;;;;;;;51378085
2777;51.378.085;52.109.124.47;192.168.100.17;TCP;938;[TCP Spurious Retransmission] 443  >  63207 [PSH, ACK] Seq=5927 Ack=2066 Win=525056 Len=884;;;;;;;;;51378085
2778;51.378.085;52.109.56.20;192.168.100.17;TCP;54;443  >  63205 [FIN, ACK] Seq=7087 Ack=8255 Win=525056 Len=0;;;;;;;;;51378085
2779;51.378.085;52.109.124.47;192.168.100.17;TCP;988;[TCP Spurious Retransmission] 443  >  63208 [PSH, ACK] Seq=5927 Ack=2132 Win=525056 Len=934;;;;;;;;;51378085
2792;51.378.177;192.168.100.17;52.109.124.47;TCP;66;[TCP Dup ACK 2714#1] 63206  >  443 [ACK] Seq=2061 Ack=6861 Win=130048 Len=0 SLE=5927 SRE=6861;;;;;;;;;51378177
2793;51.378.202;192.168.100.17;52.109.124.47;TCP;66;[TCP Dup ACK 2715#1] 63207  >  443 [ACK] Seq=2066 Ack=6811 Win=130048 Len=0 SLE=5927 SRE=6811;;;;;;;;;51378202
2794;51.378.238;192.168.100.17;52.109.56.20;TCP;54;63205  >  443 [ACK] Seq=8255 Ack=7088 Win=130048 Len=0;;;;;;;;;51378238
2795;51.378.283;192.168.100.17;52.109.124.47;TCP;66;[TCP Dup ACK 2716#2] 63208  >  443 [ACK] Seq=2132 Ack=6861 Win=130048 Len=0 SLE=5927 SRE=6861;;;;;;;;;51378283
2798;51.378.931;192.168.100.17;52.109.124.71;TCP;66;63210  >  443 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM=1;;;;;;;;;51378931
2807;51.381.949;52.109.56.20;192.168.100.17;TCP;54;[TCP Out-Of-Order] 443  >  63205 [FIN, ACK] Seq=7087 Ack=8255 Win=525056 Len=0;;;;;;;;;51381949
2808;51.382.017;192.168.100.17;52.109.56.20;TCP;54;[TCP ZeroWindow] 63205  >  443 [ACK] Seq=8255 Ack=7088 Win=0 Len=0;;;;;;;;;51382017
2885;51.420.323;52.109.124.71;192.168.100.17;TCP;66;443  >  63210 [SYN, ACK] Seq=0 Ack=1 Win=65535 Len=0 MSS=1412 WS=256 SACK_PERM=1;;;;;;;;;51420323
2886;51.420.323;119.110.115.146;192.168.100.17;TCP;56;443  >  63209 [ACK] Seq=4097 Ack=199 Win=64042 Len=0;;;;;;;;;51420323
2895;51.420.552;192.168.100.17;52.109.124.71;TCP;54;63210  >  443 [ACK] Seq=1 Ack=1 Win=66304 Len=0;;;;;;;;;51420552
2898;51.421.211;192.168.100.17;52.109.124.71;TLSv1.2;239;Client Hello;;;;;;;;;51421211
3018;51.466.714;52.109.124.71;192.168.100.17;TCP;1466;443  >  63210 [ACK] Seq=1 Ack=186 Win=525056 Len=1412 [TCP segment of a reassembled PDU];;;;;;;;;51466714
3019;51.466.714;52.109.124.71;192.168.100.17;TCP;1466;443  >  63210 [ACK] Seq=1413 Ack=186 Win=525056 Len=1412 [TCP segment of a reassembled PDU];;;;;;;;;51466714
3020;51.466.714;52.109.124.71;192.168.100.17;TCP;1466;443  >  63210 [ACK] Seq=2825 Ack=186 Win=525056 Len=1412 [TCP segment of a reassembled PDU];;;;;;;;;51466714
3021;51.466.714;52.109.124.71;192.168.100.17;TCP;1466;443  >  63210 [ACK] Seq=4237 Ack=186 Win=525056 Len=1412 [TCP segment of a reassembled PDU];;;;;;;;;51466714
